CustomerID,Recency,Frequency,Monetary,Avg_OrderValue,Nb_Produits,Avg_Quantity,Nb_Jours_Actif,Total_Items,Churn,Segment,Cadence,Panier_Moyen,Churn_Score
12407,50,5,1708.12,22.18337662337662,57,18.38961038961039,214,1416,0,Clients Fidèles,0.023255813953488372,341.62399999999997,0.13601720172934784
12408,33,5,2888.55,27.51,81,13.41904761904762,227,1409,0,Champions,0.021929824561403508,577.71,0.04664539154015212
12409,79,3,11072.67,101.58412844036697,91,50.92660550458716,103,5551,0,Clients Endormis,0.028846153846153848,3690.89,0.21225510384950397
12410,309,2,693.33,26.66653846153846,26,8.115384615384615,0,211,1,Clients Perdus,2.0,346.665,0.6384118928126365
12412,75,3,1226.88,20.112786885245903,43,13.59016393442623,94,829,0,Clients Endormis,0.031578947368421054,408.96000000000004,0.3002998978742398
12413,67,3,758.1,19.95,29,7.526315789473684,270,286,0,Clients Potentiels,0.01107011070110701,252.70000000000002,0.16895232501205673
12414,217,3,562.4100000000001,31.245000000000005,16,16.666666666666668,93,300,1,Clients Endormis,0.031914893617021274,187.47000000000003,0.5400468249691074
12415,24,21,124914.53,174.95032212885152,444,108.36694677871148,313,77374,0,Champions,0.06687898089171974,5948.310952380953,0.0
12417,3,9,3649.1,19.005729166666665,158,8.083333333333334,354,1552,0,Champions,0.02535211267605634,405.4555555555555,0.0006821779124568332
12418,113,1,668.58,19.664117647058823,34,11.970588235294118,0,407,1,Clients Perdus,1.0,668.58,0.394592411296575
12420,64,1,600.39,20.70310344827586,29,11.89655172413793,0,345,0,Clients Ordinaires,1.0,600.39,0.40835953987515694
12421,16,4,807.04,17.93422222222222,32,10.755555555555556,303,484,0,Clients Fidèles,0.013157894736842105,201.76,0.004346615044508142
12422,96,3,803.5600000000001,20.604102564102565,39,9.487179487179487,229,370,1,Clients Endormis,0.013043478260869565,267.85333333333335,0.3548002486995267
12423,1,8,1859.31,14.87448,97,10.712,352,1339,0,Champions,0.0226628895184136,232.41375,0.001453203972987611
12424,163,2,1760.96,58.69866666666667,30,24.666666666666668,0,740,1,Clients Ordinaires,2.0,880.48,0.6262799054298371
12425,78,1,777.2,21.58888888888889,36,13.777777777777779,0,496,0,Clients Perdus,1.0,777.2,0.2982145255546348
12426,195,1,582.73,19.424333333333333,30,8.6,0,258,1,Clients Perdus,1.0,582.73,0.5652938591724535
12427,22,3,825.8000000000001,26.638709677419357,26,17.193548387096776,349,533,0,Clients Fidèles,0.008571428571428572,275.2666666666667,0.00758967403282294
12428,26,9,7956.46,27.062789115646257,258,12.02721088435374,257,3536,0,Champions,0.03488372093023256,884.0511111111111,0.0004211116091438817
12429,9,4,3750.4,38.66391752577319,82,16.051546391752577,356,1557,0,Champions,0.011204481792717087,937.6,0.010783878118474801
12430,43,1,256.4,23.30909090909091,11,10.636363636363637,0,117,0,Clients Ordinaires,1.0,256.4,0.570892264742929
12431,36,15,6419.95,27.43568376068376,163,12.376068376068377,338,2896,0,Clients Fidèles,0.04424778761061947,427.99666666666667,0.0
12432,43,5,5059.32,46.845555555555556,107,16.675925925925927,129,1801,0,Clients Fidèles,0.038461538461538464,1011.8639999999999,0.11226717517966703
12433,1,7,13375.87,31.847309523809525,219,26.35952380952381,372,11071,0,Champions,0.01876675603217158,1910.8385714285716,0.0
12434,85,2,806.14,16.122799999999998,46,7.88,175,394,0,Clients Ordinaires,0.011363636363636364,403.07,0.28925515057327306
12435,80,2,7829.89,217.49694444444447,31,57.083333333333336,188,2055,0,Clients Ordinaires,0.010582010582010581,3914.945,0.45458572910604916
12436,100,1,509.01,31.813125,16,13.1875,0,211,1,Clients Perdus,1.0,509.01,0.6517242400263017
12437,2,18,4951.41,24.88145728643216,118,14.683417085427136,329,2922,0,Champions,0.05454545454545454,275.0783333333333,0.0
12438,14,2,2906.85,29.66173469387755,84,12.040816326530612,125,1180,0,Nouveaux Clients,0.015873015873015872,1453.425,0.27017302874883764
12441,367,1,173.55,15.77727272727273,11,11.0,0,121,1,Clients Perdus,1.0,173.55,0.645680503999342
12442,3,1,172.06,14.338333333333333,12,15.166666666666666,0,182,0,Nouveaux Clients,1.0,172.06,0.27864501475088654
12444,21,5,5005.46,28.440113636363638,138,6.551136363636363,149,1153,0,Champions,0.03333333333333333,1001.092,0.18005828105137006
12445,22,1,133.4,33.35,4,15.5,0,62,0,Nouveaux Clients,1.0,133.4,0.5661420455174165
12446,58,1,1002.3100000000001,17.584385964912283,57,6.157894736842105,0,351,0,Clients Ordinaires,1.0,1002.3100000000001,0.3152307753205415
12447,243,1,476.49,18.326538461538462,26,7.3076923076923075,0,190,1,Clients Perdus,1.0,476.49,0.5732632135476025
12448,44,1,449.45,20.429545454545455,22,11.045454545454545,0,243,0,Clients Ordinaires,1.0,449.45,0.47229974780644424
12449,22,4,4067.29,21.294712041884818,118,8.13089005235602,164,1553,0,Champions,0.024242424242424242,1016.8225,0.13855234719082016
12450,156,2,197.88,24.735,7,16.0,17,128,1,Clients Perdus,0.1111111111111111,98.94,0.6519876206013164
12451,11,5,9035.52,25.524067796610172,265,18.573446327683616,313,6575,0,Champions,0.01592356687898089,1807.104,0.005486989459815547
12452,17,2,430.57000000000005,19.57136363636364,21,8.409090909090908,0,185,0,Nouveaux Clients,2.0,215.28500000000003,0.4449305666494119
12453,134,1,707.09,16.443953488372095,43,11.0,0,473,1,Clients Perdus,1.0,707.09,0.3865344240765758
12454,56,1,3528.34,235.22266666666667,15,67.06666666666666,0,1006,0,Clients Ordinaires,1.0,3528.34,0.18023391204107125
12455,73,6,2466.86,27.409555555555556,85,23.211111111111112,223,2089,0,Clients Endormis,0.026785714285714284,411.1433333333334,0.03150451378116555
12456,44,3,3181.04,25.44832,105,13.064,210,1633,0,Clients Fidèles,0.014218009478672985,1060.3466666666666,0.08973143706546009
12457,66,7,2363.23,38.11661290322581,53,13.596774193548388,172,843,0,Clients Fidèles,0.04046242774566474,337.6042857142857,0.20634515762769667
12458,71,2,947.4,24.931578947368422,35,13.31578947368421,213,506,0,Clients Potentiels,0.009345794392523364,473.7,0.11852664466175095
12461,94,2,826.88,23.62514285714286,35,8.2,60,287,1,Clients Ordinaires,0.03278688524590164,413.44,0.5259583809982561
12462,19,2,1189.59,19.186935483870965,51,8.64516129032258,284,536,0,Nouveaux Clients,0.007017543859649123,594.795,0.02333478260869565
12463,53,4,1344.78,16.202168674698793,65,9.349397590361447,188,776,0,Clients Fidèles,0.021164021164021163,336.195,0.20814139855808822
12464,10,8,1212.05,41.79482758620689,6,3.8620689655172415,299,112,0,Champions,0.02666666666666667,151.50625,0.05682725758969255
12465,17,2,742.19,15.791276595744682,46,10.191489361702128,152,479,0,Nouveaux Clients,0.013071895424836602,371.095,0.2776177937438702
12468,188,2,729.54,19.198421052631577,36,9.631578947368421,128,366,1,Clients Perdus,0.015503875968992248,364.77,0.6430414424977878
12471,2,30,19788.65,43.11252723311547,150,17.864923747276688,362,8200,0,Champions,0.08264462809917356,659.6216666666667,0.0004
12472,32,7,6572.11,19.386755162241887,219,12.23598820058997,336,4148,0,Champions,0.020771513353115726,938.8728571428571,0.00013513513513513514
12473,29,5,3928.05,23.521257485029942,140,14.455089820359282,162,2414,0,Champions,0.03067484662576687,785.61,0.10190503678826003
12474,17,18,7324.09,17.355663507109004,253,11.45260663507109,312,4833,0,Champions,0.05750798722044728,406.8938888888889,0.0
12475,54,1,723.38,20.093888888888888,36,14.86111111111111,0,535,0,Clients Ordinaires,1.0,723.38,0.36509421080988425
12476,16,11,6816.42,29.255021459227468,177,10.334763948497853,345,2408,0,Champions,0.031791907514450865,619.6745454545454,5.703422053231939e-05
12477,23,6,13219.74,44.065799999999996,191,12.176666666666666,278,3653,0,Champions,0.021505376344086023,2203.29,0.010444565217391304
12478,4,1,680.99,18.91638888888889,36,6.555555555555555,0,236,0,Nouveaux Clients,1.0,680.99,0.2826794571038416
12479,11,1,527.2,17.006451612903227,31,12.419354838709678,0,385,0,Nouveaux Clients,1.0,527.2,0.30183914062185746
12480,28,4,3281.63,21.309285714285714,129,11.084415584415584,307,1707,0,Champions,0.012987012987012988,820.4075,0.013492543716621914
12481,23,10,5579.82,25.8325,150,15.25,342,3294,0,Champions,0.029154518950437316,557.982,5.703422053231939e-05
12483,17,8,2484.98,33.133066666666664,46,14.8,322,1110,0,Champions,0.02476780185758514,310.6225,0.0006984027655153221
12484,33,6,4527.32,13.199183673469387,256,6.376093294460642,303,2187,0,Champions,0.019736842105263157,754.5533333333333,0.005826442534363326
12488,10,3,1298.66,23.612000000000002,46,9.618181818181819,65,529,0,Clients Fidèles,0.045454545454545456,432.8866666666667,0.17260144646921996
12489,336,1,334.93,22.328666666666667,15,7.0,0,105,1,Clients Perdus,1.0,334.93,0.6357467167632694
12490,5,10,5417.93,22.114,131,12.506122448979593,324,3064,0,Champions,0.03076923076923077,541.793,5.703422053231939e-05
12491,39,1,460.40000000000003,17.70769230769231,25,10.0,0,260,0,Clients Ordinaires,1.0,460.40000000000003,0.5679250752134049
12492,63,2,263.21000000000004,13.160500000000003,19,9.6,42,192,0,Clients Ordinaires,0.046511627906976744,131.60500000000002,0.3945322704439509
12493,166,2,433.74,19.715454545454545,20,9.409090909090908,31,207,1,Clients Perdus,0.0625,216.87,0.5317336278225903
12494,16,7,1246.1,16.18311688311688,63,9.181818181818182,349,707,0,Champions,0.02,178.0142857142857,0.001155727460429861
12497,82,1,1043.1,74.50714285714285,14,88.28571428571429,0,1236,0,Clients Ordinaires,1.0,1043.1,0.2982866090540031
12498,21,3,403.70000000000005,17.55217391304348,21,6.913043478260869,36,159,0,Clients Ordinaires,0.08108108108108109,134.5666666666667,0.4852551164139258
12500,23,11,4257.82,69.80032786885245,34,43.90163934426229,310,2678,0,Champions,0.03536977491961415,387.07454545454544,0.010117275184387741
12501,337,1,2169.39,14.559664429530201,149,11.966442953020135,0,1783,1,Clients Ordinaires,1.0,2169.39,0.6295675631652585
12502,96,5,3723.87,25.332448979591835,102,5.578231292517007,214,820,1,Clients Endormis,0.023255813953488372,744.774,0.6069323524850369
12504,18,2,482.04999999999995,53.5611111111111,6,10.0,12,90,0,Nouveaux Clients,0.15384615384615385,241.02499999999998,0.517072038292882
12506,233,1,73.5,3.1956521739130435,23,1.0,0,23,1,Clients Perdus,1.0,73.5,0.8545785205989536
12507,134,3,1304.81,62.13380952380952,19,42.57142857142857,164,894,1,Clients Endormis,0.01818181818181818,434.93666666666667,0.6130844557965263
12508,26,2,397.88,5.851176470588236,57,3.985294117647059,2,271,0,Nouveaux Clients,0.6666666666666666,198.94,0.2081338283751117
12509,284,1,176.5,25.214285714285715,7,7.857142857142857,0,55,1,Clients Perdus,1.0,176.5,0.6596619862456573
12510,143,2,982.5699999999999,29.774848484848484,29,10.696969696969697,182,353,1,Clients Ordinaires,0.01092896174863388,491.28499999999997,0.6355489523452647
12512,66,2,132.18,4.263870967741935,31,3.096774193548387,0,96,0,Clients Ordinaires,2.0,66.09,0.3281718154960228
12513,113,1,612.29,17.494,35,13.2,0,462,1,Clients Perdus,1.0,612.29,0.46993730969907943
12514,267,1,1017.6800000000001,19.95450980392157,51,8.627450980392156,0,440,1,Clients Perdus,1.0,1017.6800000000001,0.35709966479163613
12515,353,1,383.7,23.98125,16,8.1875,0,131,1,Clients Perdus,1.0,383.7,0.6226948061221081
12516,78,2,1312.06,50.46384615384615,20,33.65384615384615,102,875,0,Clients Ordinaires,0.019417475728155338,656.03,0.3371873110967035
12517,28,5,2481.6,8.894623655913978,232,4.878136200716846,161,1361,0,Champions,0.030864197530864196,496.32,0.22993556168778695
12518,1,5,2056.89,16.58782258064516,84,10.629032258064516,109,1318,0,Champions,0.045454545454545456,411.378,0.1257160339811808
12519,64,1,330.84000000000003,19.46117647058824,17,10.294117647058824,0,175,0,Clients Ordinaires,1.0,330.84000000000003,0.49241665216696817
12520,79,5,2634.26,17.330657894736845,121,9.467105263157896,194,1439,0,Clients Endormis,0.02564102564102564,526.8520000000001,0.10673879752756602
12521,143,1,599.68,15.781052631578946,38,8.131578947368421,0,309,1,Clients Perdus,1.0,599.68,0.5457135569626089
12522,39,2,192.72,16.06,11,16.166666666666668,12,194,0,Clients Ordinaires,0.15384615384615385,96.36,0.32817573701013475
12523,19,11,1789.77,16.884622641509434,84,8.160377358490566,312,865,0,Champions,0.03514376996805112,162.70636363636365,0.00689155092227634
12524,9,8,4485.72,31.150833333333335,113,25.6875,324,3699,0,Champions,0.024615384615384615,560.715,5.703422053231939e-05
12526,1,3,1316.66,18.54450704225352,64,8.901408450704226,93,632,0,Clients Fidèles,0.031914893617021274,438.8866666666667,0.3487716194207532
12527,82,3,348.71000000000004,19.37277777777778,18,13.0,243,234,0,Clients Ordinaires,0.012295081967213115,116.23666666666668,0.23360519981961897
12528,9,6,1933.48,21.01608695652174,50,8.217391304347826,303,756,0,Champions,0.019736842105263157,322.24666666666667,0.004618201413898476
12530,60,4,1662.28,25.186060606060607,51,13.833333333333334,277,913,0,Clients Fidèles,0.014388489208633094,415.57,0.0200876286007256
12531,15,1,125.22,7.365882352941177,17,2.6470588235294117,0,45,0,Nouveaux Clients,1.0,125.22,0.588134458168078
12532,30,1,349.83000000000004,21.864375000000003,16,9.5625,0,153,0,Nouveaux Clients,1.0,349.83000000000004,0.5526350041525041
12534,131,1,1089.18,17.28857142857143,63,10.333333333333334,0,651,1,Clients Ordinaires,1.0,1089.18,0.5097587649001596
12535,92,2,716.35,21.069117647058825,28,6.4411764705882355,94,219,1,Clients Ordinaires,0.021052631578947368,358.175,0.6873831809330133
12536,43,3,12601.830000000002,48.282873563218395,260,10.739463601532567,15,2803,0,Clients Fidèles,0.1875,4200.610000000001,0.18989021494785227
12538,29,1,363.95,17.33095238095238,21,9.095238095238095,0,191,0,Nouveaux Clients,1.0,363.95,0.4917637577757555
12539,22,4,5568.35,20.396886446886448,157,7.571428571428571,311,2067,0,Champions,0.01282051282051282,1392.0875,0.006410377976464273
12540,20,17,13400.24,28.03397489539749,277,13.985355648535565,342,6685,0,Champions,0.04956268221574344,788.2494117647059,0.0
12541,30,3,981.18,18.868846153846153,46,13.076923076923077,251,680,0,Clients Fidèles,0.011904761904761904,327.06,0.07932840045202781
12544,36,1,372.7,19.61578947368421,19,7.157894736842105,0,136,0,Clients Ordinaires,1.0,372.7,0.5195656548970508
12545,75,2,1000.39,20.0078,42,10.46,184,523,0,Clients Ordinaires,0.010810810810810811,500.195,0.4323169971580096
12546,47,2,1161.5,16.833333333333332,59,9.173913043478262,31,633,0,Clients Potentiels,0.0625,580.75,0.19488729371223637
12547,198,2,207.8,25.975,7,16.75,82,134,1,Clients Perdus,0.024096385542168676,103.9,0.6099297738705083
12548,166,1,95.19999999999999,19.04,5,9.8,0,49,1,Clients Perdus,1.0,95.19999999999999,0.6363476758990138
12550,79,1,964.83,16.92684210526316,57,9.982456140350877,0,569,0,Clients Ordinaires,1.0,964.83,0.34671716986492707
12551,358,1,168.0,16.8,10,10.0,0,100,1,Clients Perdus,1.0,168.0,0.6838720372243944
12552,39,2,437.82,21.891,20,4.4,0,88,0,Clients Ordinaires,2.0,218.91,0.4621738737162975
12553,8,10,3692.28,19.33130890052356,95,10.287958115183246,321,1965,0,Champions,0.031055900621118012,369.228,5.703422053231939e-05
12556,50,2,599.56,5.038319327731092,100,2.9831932773109244,100,355,0,Clients Potentiels,0.019801980198019802,299.78,0.45242263344222344
12557,16,5,11990.960000000001,363.36242424242425,15,132.84848484848484,355,4384,0,Champions,0.014044943820224719,2398.192,0.010398674242424244
12558,8,1,269.96,24.54181818181818,11,17.818181818181817,0,196,0,Nouveaux Clients,1.0,269.96,0.42908466483108976
12559,311,2,561.71,26.74809523809524,21,13.476190476190476,8,283,1,Clients Perdus,0.2222222222222222,280.855,0.5964020850235813
12560,5,3,2134.01,20.323904761904764,91,10.571428571428571,137,1110,0,Clients Fidèles,0.021739130434782608,711.3366666666667,0.2567737392928235
12561,303,1,238.85,14.928125,16,11.0625,0,177,1,Clients Perdus,1.0,238.85,0.5198075601454767
12562,8,7,3781.7400000000002,22.510357142857146,99,10.589285714285714,190,1779,0,Champions,0.03664921465968586,540.2485714285715,0.13335656821619105
12564,261,1,456.90000000000003,21.75714285714286,21,6.333333333333333,0,133,1,Clients Perdus,1.0,456.90000000000003,0.6547341896858364
12565,289,1,145.92000000000002,16.213333333333335,9,8.88888888888889,0,80,1,Clients Perdus,1.0,145.92000000000002,0.6885843741866227
12566,86,1,351.65,18.507894736842104,19,13.947368421052632,0,265,0,Clients Perdus,1.0,351.65,0.5206398826837847
12567,23,10,9401.28,21.079103139013455,323,9.652466367713005,346,4305,0,Champions,0.02881844380403458,940.128,0.0
12569,2,32,4124.6900000000005,21.93984042553192,92,9.579787234042554,250,1801,0,Champions,0.12749003984063745,128.89656250000002,0.03003953375565735
12571,40,2,519.61,15.28264705882353,31,15.382352941176471,81,523,0,Clients Potentiels,0.024390243902439025,259.805,0.4491035279020526
12572,9,2,1020.4200000000001,17.007,53,7.533333333333333,43,452,0,Nouveaux Clients,0.045454545454545456,510.21000000000004,0.30992636327754064
12573,227,1,160.54000000000002,5.733571428571429,26,3.0,0,84,1,Clients Perdus,1.0,160.54000000000002,0.5859946498360643
12574,316,1,218.45000000000002,19.85909090909091,11,5.545454545454546,0,61,1,Clients Perdus,1.0,218.45000000000002,0.601638046256121
12576,36,5,1315.83,14.952613636363635,72,10.988636363636363,268,967,0,Clients Fidèles,0.01858736059479554,263.166,0.06637803100723269
12577,35,3,626.6,4.291780821917809,137,3.212328767123288,323,469,0,Clients Potentiels,0.009259259259259259,208.86666666666667,0.03392839387499137
12578,21,2,2794.51,24.51324561403509,111,10.491228070175438,308,1196,0,Nouveaux Clients,0.006472491909385114,1397.255,0.014787094547964114
12579,78,1,440.42,15.18689655172414,29,9.827586206896552,0,285,0,Clients Perdus,1.0,440.42,0.472488788418049
12580,247,1,415.7,17.320833333333333,24,9.916666666666666,0,238,1,Clients Perdus,1.0,415.7,0.5431128829194887
12581,40,1,197.71,13.180666666666667,15,10.733333333333333,0,161,0,Clients Ordinaires,1.0,197.71,0.39373092291870243
12582,239,2,511.36,23.243636363636366,21,13.636363636363637,49,300,1,Clients Perdus,0.04,255.68,0.5894990332371812
12583,3,15,7281.38,29.47927125506073,115,20.48582995951417,370,5060,0,Champions,0.04043126684636118,485.42533333333336,0.0
12584,4,9,2338.15,24.355729166666666,44,4.333333333333333,276,416,0,Champions,0.032490974729241874,259.7944444444445,0.04021810604347926
12585,234,2,2040.1,23.44942528735632,77,14.701149425287356,117,1279,1,Clients Ordinaires,0.01694915254237288,1020.05,0.5936705940030442
12586,17,1,196.94000000000003,17.903636363636366,11,7.181818181818182,0,79,0,Nouveaux Clients,1.0,196.94000000000003,0.6041209589558506
12587,8,1,144.0,36.0,4,12.75,0,51,0,Nouveaux Clients,1.0,144.0,0.518916173887161
12588,39,1,214.89999999999998,21.49,10,5.3,0,53,0,Clients Ordinaires,1.0,214.89999999999998,0.558199213019394
12589,29,2,646.68,18.47657142857143,29,8.742857142857142,115,306,0,Nouveaux Clients,0.017241379310344827,323.34,0.5446657327628958
12590,211,2,9864.26,145.06264705882353,68,62.98529411764706,0,4283,1,Clients Ordinaires,2.0,4932.13,0.6343932709766366
12591,317,1,452.84999999999997,17.41730769230769,26,8.76923076923077,0,228,1,Clients Perdus,1.0,452.84999999999997,0.6253891902525406
12592,92,2,437.6,24.311111111111114,11,16.11111111111111,121,290,1,Clients Perdus,0.01639344262295082,218.8,0.6096021346033152
12593,109,3,418.1,19.90952380952381,14,9.80952380952381,110,206,1,Clients Ordinaires,0.02702702702702703,139.36666666666667,0.5665938718575595
12594,38,10,3338.2200000000003,28.290000000000003,50,15.059322033898304,285,1777,0,Clients Fidèles,0.03496503496503497,333.822,0.00011727518438774108
12596,51,2,618.27,22.898888888888887,25,17.555555555555557,190,474,0,Clients Potentiels,0.010471204188481676,309.135,0.17620572412721328
12597,19,4,3811.22,18.50106796116505,184,10.854368932038835,248,2236,0,Champions,0.01606425702811245,952.805,0.02444339457680988
12598,10,8,3023.08,22.902121212121212,84,14.878787878787879,275,1964,0,Champions,0.028985507246376812,377.885,0.005550861381026146
12599,29,7,1032.58,16.654516129032256,32,15.419354838709678,275,956,0,Champions,0.025362318840579712,147.51142857142855,0.03162544756871763
12600,29,10,2599.04,40.61,32,12.09375,342,774,0,Champions,0.029154518950437316,259.904,0.0023576176008258446
12601,190,5,577.0600000000001,20.609285714285715,21,8.75,142,245,1,Clients Endormis,0.03496503496503497,115.412,0.6600665977098563
12602,59,1,153.12,12.76,12,13.5,0,162,0,Clients Ordinaires,1.0,153.12,0.37582294153804247
12603,22,1,739.1999999999999,369.59999999999997,2,31.5,0,63,0,Nouveaux Clients,1.0,739.1999999999999,0.4155988853209409
12604,79,2,254.18,15.88625,15,12.5625,182,201,0,Clients Perdus,0.01092896174863388,127.09,0.20065653322823235
12607,60,1,1579.51,15.63871287128713,101,12.158415841584159,0,1228,0,Clients Ordinaires,1.0,1579.51,0.30843684508041735
12609,78,3,1126.85,18.78083333333333,57,10.8,240,648,0,Clients Endormis,0.012448132780082987,375.6166666666666,0.13217890133979598
12610,23,5,2099.54,19.80698113207547,85,9.89622641509434,103,1049,0,Champions,0.04807692307692308,419.908,0.15246095645081248
12611,52,1,1193.32,18.35876923076923,65,13.015384615384615,0,846,0,Clients Ordinaires,1.0,1193.32,0.3591178588469957
