CustomerID,Recency,Frequency,Monetary,Avg_OrderValue,Nb_Produits,Avg_Quantity,Nb_Jours_Actif,Total_Items,Churn,Segment,Cadence,Panier_Moyen,Churn_Score,Churn_Score_Optimized
12373,311,1,364.6,26.042857142857144,14,14.071428571428571,0,197,1,Clients Perdus,1.0,364.6,0.6058782727593591,0.6529198
12374,25,1,742.9300000000001,22.513030303030305,33,10.363636363636363,0,342,0,Nouveaux Clients,1.0,742.9300000000001,0.3309568951244517,0.56700397
12375,11,2,457.5,26.91176470588235,14,10.470588235294118,87,178,0,Nouveaux Clients,0.0227272727272727,228.75,0.6443105656982087,0.65634555
12377,315,2,1628.12,21.144415584415587,72,12.25974025974026,39,944,1,Clients Ordinaires,0.05,814.0600000000001,0.5777328857207595,0.49931785
12378,130,1,4008.62,18.30420091324201,219,11.547945205479452,0,2529,1,Clients Ordinaires,1.0,4008.62,0.6923556647523109,0.43202612
12379,82,2,852.24,21.306,39,10.175,88,407,0,Clients Ordinaires,0.0224719101123595,426.12,0.3980983096263595,0.56228256
12380,22,4,2724.81,26.200096153846157,77,10.836538461538462,164,1127,0,Champions,0.0242424242424242,681.2025,0.1953884944332705,0.44175792
12381,5,5,1845.31,21.21045977011494,70,9.28735632183908,115,808,0,Champions,0.043103448275862,369.062,0.2616443485601945,0.44402978
12383,185,5,1850.56,18.69252525252525,84,15.474747474747474,167,1532,1,Clients Endormis,0.0297619047619047,370.112,0.3664277173512243,0.4061818
12384,29,2,585.27,21.676666666666662,26,4.666666666666667,92,126,0,Nouveaux Clients,0.021505376344086,292.635,0.4979162059056686,0.7215507
12386,338,2,401.9,40.19,10,35.4,29,354,1,Clients Perdus,0.0666666666666666,200.95,0.5950616095713442,0.63338387
12388,16,6,2780.6600000000003,27.806600000000003,57,14.62,311,1462,0,Champions,0.0192307692307692,463.4433333333334,0.0006319042149893,0.07037259
12390,80,1,549.84,17.1825,32,11.03125,0,353,0,Clients Perdus,1.0,549.84,0.3518929412741173,0.58395386
12391,22,1,439.66,4.72752688172043,92,3.150537634408602,0,293,0,Nouveaux Clients,1.0,439.66,0.3687821391280892,0.5124842
12393,72,4,1582.6,24.728125,47,12.75,260,816,0,Clients Fidèles,0.0153256704980842,395.65,0.104750357872972,0.26106477
12394,64,2,1272.48,47.12888888888889,26,30.33333333333333,153,819,0,Clients Potentiels,0.0129870129870129,636.24,0.2430848846874966,0.57669705
12395,19,12,3018.63,19.350192307692307,91,13.576923076923077,351,2118,0,Champions,0.034090909090909,251.5525,5.703422053231939e-05,0.07037259
12397,36,2,2409.9,19.12619047619048,110,10.023809523809524,99,1263,0,Clients Potentiels,0.02,1204.95,0.2770326675815865,0.48390934
12398,46,1,1635.66,19.24305882352941,85,16.4,0,1394,0,Clients Ordinaires,1.0,1635.66,0.3175602488585294,0.48750344
12399,119,4,1108.65,18.790677966101697,47,19.966101694915253,142,1178,1,Clients Endormis,0.0279720279720279,277.1625,0.4407889562575763,0.45334575
12401,303,1,84.3,16.86,5,2.2,0,11,1,Clients Perdus,1.0,84.3,0.8899712424256319,0.76345277
12402,323,1,225.6,20.50909090909091,11,8.545454545454545,0,94,1,Clients Perdus,1.0,225.6,0.6407063357687062,0.7335695
12403,50,1,427.7,85.53999999999999,5,19.2,0,96,0,Clients Ordinaires,1.0,427.7,0.4822334454316127,0.7316903
12405,149,1,1710.39,31.67388888888889,54,15.87037037037037,0,857,1,Clients Ordinaires,1.0,1710.39,0.6756772750615758,0.5263017
12406,22,2,3415.3,32.52666666666667,92,17.314285714285713,161,1818,0,Nouveaux Clients,0.0123456790123456,1707.65,0.2759735699083922,0.4746058
12407,50,5,1708.12,22.18337662337662,57,18.38961038961039,214,1416,0,Clients Fidèles,0.0232558139534883,341.624,0.1360172017293478,0.31205663
12408,33,5,2888.55,27.51,81,13.41904761904762,227,1409,0,Champions,0.0219298245614035,577.71,0.0466453915401521,0.24121787
12409,79,3,11072.67,101.58412844036695,91,50.92660550458716,103,5551,0,Clients Endormis,0.0288461538461538,3690.89,0.2122551038495039,0.4801984
12410,309,2,693.33,26.66653846153846,26,8.115384615384615,0,211,1,Clients Perdus,2.0,346.665,0.6384118928126365,0.6345025
12412,75,3,1226.88,20.112786885245903,43,13.59016393442623,94,829,0,Clients Endormis,0.031578947368421,408.96,0.3002998978742398,0.49027362
12413,67,3,758.1,19.95,29,7.526315789473684,270,286,0,Clients Potentiels,0.011070110701107,252.7,0.1689523250120567,0.3045463
12414,217,3,562.4100000000001,31.245000000000005,16,16.666666666666668,93,300,1,Clients Endormis,0.0319148936170212,187.47000000000003,0.5400468249691074,0.62969965
12415,24,21,124914.53,174.95032212885152,444,108.36694677871148,313,77374,0,Champions,0.0668789808917197,5948.310952380953,0.0,0.07037259
12417,3,9,3649.1,19.005729166666665,158,8.083333333333334,354,1552,0,Champions,0.0253521126760563,405.4555555555555,0.0006821779124568,0.070767894
12418,113,1,668.58,19.664117647058823,34,11.970588235294118,0,407,1,Clients Perdus,1.0,668.58,0.394592411296575,0.55816674
12420,64,1,600.39,20.70310344827586,29,11.89655172413793,0,345,0,Clients Ordinaires,1.0,600.39,0.4083595398751569,0.6200567
12421,16,4,807.04,17.93422222222222,32,10.755555555555556,303,484,0,Clients Fidèles,0.0131578947368421,201.76,0.0043466150445081,0.07091245
12422,96,3,803.5600000000001,20.604102564102565,39,9.487179487179487,229,370,1,Clients Endormis,0.0130434782608695,267.8533333333333,0.3548002486995267,0.34439448
12423,1,8,1859.31,14.87448,97,10.712,352,1339,0,Champions,0.0226628895184136,232.41375,0.0014532039729876,0.07037259
12424,163,2,1760.96,58.69866666666667,30,24.666666666666668,0,740,1,Clients Ordinaires,2.0,880.48,0.6262799054298371,0.59511894
12425,78,1,777.2,21.58888888888889,36,13.77777777777778,0,496,0,Clients Perdus,1.0,777.2,0.2982145255546348,0.5619379
12426,195,1,582.73,19.424333333333333,30,8.6,0,258,1,Clients Perdus,1.0,582.73,0.5652938591724535,0.6264186
12427,22,3,825.8000000000001,26.63870967741936,26,17.193548387096776,349,533,0,Clients Fidèles,0.0085714285714285,275.2666666666667,0.0075896740328229,0.07201867
12428,26,9,7956.46,27.062789115646257,258,12.02721088435374,257,3536,0,Champions,0.0348837209302325,884.0511111111111,0.0004211116091438,0.16856487
12429,9,4,3750.4,38.66391752577319,82,16.051546391752577,356,1557,0,Champions,0.011204481792717,937.6,0.0107838781184748,0.07043574
12430,43,1,256.4,23.30909090909091,11,10.636363636363637,0,117,0,Clients Ordinaires,1.0,256.4,0.570892264742929,0.7215683
12431,36,15,6419.95,27.43568376068376,163,12.376068376068377,338,2896,0,Clients Fidèles,0.0442477876106194,427.9966666666666,0.0,0.07037259
12432,43,5,5059.32,46.84555555555556,107,16.675925925925927,129,1801,0,Clients Fidèles,0.0384615384615384,1011.864,0.112267175179667,0.4222621
12433,1,7,13375.87,31.847309523809525,219,26.35952380952381,372,11071,0,Champions,0.0187667560321715,1910.838571428572,0.0,0.07037259
12434,85,2,806.14,16.122799999999998,46,7.88,175,394,0,Clients Ordinaires,0.0113636363636363,403.07,0.289255150573273,0.4900142
12435,80,2,7829.89,217.49694444444447,31,57.083333333333336,188,2055,0,Clients Ordinaires,0.0105820105820105,3914.945,0.4545857291060491,0.48049173
12436,100,1,509.01,31.813125,16,13.1875,0,211,1,Clients Perdus,1.0,509.01,0.6517242400263017,0.6529198
12437,2,18,4951.41,24.88145728643216,118,14.683417085427136,329,2922,0,Champions,0.0545454545454545,275.0783333333333,0.0,0.07037259
12438,14,2,2906.85,29.66173469387755,84,12.040816326530612,125,1180,0,Nouveaux Clients,0.0158730158730158,1453.425,0.2701730287488376,0.5135136
12441,367,1,173.55,15.77727272727273,11,11.0,0,121,1,Clients Perdus,1.0,173.55,0.645680503999342,0.7218316
12442,3,1,172.06,14.338333333333331,12,15.166666666666666,0,182,0,Nouveaux Clients,1.0,172.06,0.2786450147508865,0.63744587
12444,21,5,5005.46,28.44011363636364,138,6.551136363636363,149,1153,0,Champions,0.0333333333333333,1001.092,0.18005828105137,0.41800818
12445,22,1,133.4,33.35,4,15.5,0,62,0,Nouveaux Clients,1.0,133.4,0.5661420455174165,0.73514766
12446,58,1,1002.31,17.584385964912283,57,6.157894736842105,0,351,0,Clients Ordinaires,1.0,1002.31,0.3152307753205415,0.5551397
12447,243,1,476.49,18.326538461538465,26,7.3076923076923075,0,190,1,Clients Perdus,1.0,476.49,0.5732632135476025,0.6523465
12448,44,1,449.45,20.42954545454545,22,11.045454545454543,0,243,0,Clients Ordinaires,1.0,449.45,0.4722997478064442,0.6443422
12449,22,4,4067.29,21.294712041884814,118,8.13089005235602,164,1553,0,Champions,0.0242424242424242,1016.8225,0.1385523471908201,0.41513434
12450,156,2,197.88,24.735,7,16.0,17,128,1,Clients Perdus,0.1111111111111111,98.94,0.6519876206013164,0.70685136
12451,11,5,9035.52,25.52406779661017,265,18.573446327683616,313,6575,0,Champions,0.0159235668789808,1807.104,0.0054869894598155,0.07043574
12452,17,2,430.5700000000001,19.57136363636364,21,8.409090909090908,0,185,0,Nouveaux Clients,2.0,215.28500000000005,0.4449305666494119,0.6507351
12453,134,1,707.09,16.443953488372095,43,11.0,0,473,1,Clients Perdus,1.0,707.09,0.3865344240765758,0.54004383
12454,56,1,3528.34,235.22266666666667,15,67.06666666666666,0,1006,0,Clients Ordinaires,1.0,3528.34,0.1802339120410712,0.6054078
12455,73,6,2466.86,27.40955555555556,85,23.211111111111112,223,2089,0,Clients Endormis,0.0267857142857142,411.1433333333334,0.0315045137811655,0.23793676
12456,44,3,3181.04,25.44832,105,13.064,210,1633,0,Clients Fidèles,0.0142180094786729,1060.3466666666666,0.08973143706546,0.32208195
12457,66,7,2363.23,38.11661290322581,53,13.596774193548388,172,843,0,Clients Fidèles,0.0404624277456647,337.6042857142857,0.2063451576276966,0.42888525
12458,71,2,947.4,24.931578947368426,35,13.31578947368421,213,506,0,Clients Potentiels,0.0093457943925233,473.7,0.1185266446617509,0.40036103
12461,94,2,826.88,23.62514285714286,35,8.2,60,287,1,Clients Ordinaires,0.0327868852459016,413.44,0.5259583809982561,0.57097065
12462,19,2,1189.59,19.186935483870965,51,8.64516129032258,284,536,0,Nouveaux Clients,0.0070175438596491,594.795,0.0233347826086956,0.07142229
12463,53,4,1344.78,16.202168674698793,65,9.349397590361448,188,776,0,Clients Fidèles,0.0211640211640211,336.195,0.2081413985580882,0.40739617
12464,10,8,1212.05,41.79482758620689,6,3.8620689655172415,299,112,0,Champions,0.0266666666666666,151.50625,0.0568272575896925,0.07524356
12465,17,2,742.19,15.791276595744682,46,10.191489361702128,152,479,0,Nouveaux Clients,0.0130718954248366,371.095,0.2776177937438702,0.53127885
12468,188,2,729.54,19.198421052631577,36,9.63157894736842,128,366,1,Clients Perdus,0.0155038759689922,364.77,0.6430414424977878,0.5688763
12471,2,30,19788.65,43.11252723311547,150,17.864923747276688,362,8200,0,Champions,0.0826446280991735,659.6216666666667,0.0004,0.07037259
12472,32,7,6572.11,19.386755162241887,219,12.23598820058997,336,4148,0,Champions,0.0207715133531157,938.8728571428572,0.0001351351351351,0.07037259
12473,29,5,3928.05,23.521257485029945,140,14.455089820359282,162,2414,0,Champions,0.0306748466257668,785.61,0.10190503678826,0.39571172
12474,17,18,7324.09,17.355663507109004,253,11.45260663507109,312,4833,0,Champions,0.0575079872204472,406.8938888888889,0.0,0.07037259
12475,54,1,723.38,20.093888888888888,36,14.86111111111111,0,535,0,Clients Ordinaires,1.0,723.38,0.3650942108098842,0.5535359
12476,16,11,6816.42,29.255021459227468,177,10.334763948497852,345,2408,0,Champions,0.0317919075144508,619.6745454545454,5.703422053231939e-05,0.07037259
12477,23,6,13219.74,44.0658,191,12.176666666666666,278,3653,0,Champions,0.021505376344086,2203.29,0.0104445652173913,0.11302986
12478,4,1,680.99,18.91638888888889,36,6.555555555555555,0,236,0,Nouveaux Clients,1.0,680.99,0.2826794571038416,0.56834155
12479,11,1,527.2,17.006451612903227,31,12.419354838709678,0,385,0,Nouveaux Clients,1.0,527.2,0.3018391406218574,0.5847873
12480,28,4,3281.63,21.309285714285718,129,11.084415584415584,307,1707,0,Champions,0.0129870129870129,820.4075,0.0134925437166219,0.07043574
12481,23,10,5579.82,25.8325,150,15.25,342,3294,0,Champions,0.0291545189504373,557.982,5.703422053231939e-05,0.07037259
12483,17,8,2484.98,33.133066666666664,46,14.8,322,1110,0,Champions,0.0247678018575851,310.6225,0.0006984027655153,0.07047057
12484,33,6,4527.32,13.199183673469388,256,6.376093294460642,303,2187,0,Champions,0.0197368421052631,754.5533333333333,0.0058264425343633,0.071149565
12488,10,3,1298.66,23.612,46,9.61818181818182,65,529,0,Clients Fidèles,0.0454545454545454,432.8866666666667,0.1726014464692199,0.4932953
12489,336,1,334.93,22.328666666666667,15,7.0,0,105,1,Clients Perdus,1.0,334.93,0.6357467167632694,0.7297531
12490,5,10,5417.93,22.114,131,12.506122448979593,324,3064,0,Champions,0.0307692307692307,541.793,5.703422053231939e-05,0.07037259
12491,39,1,460.4,17.70769230769231,25,10.0,0,260,0,Clients Ordinaires,1.0,460.4,0.5679250752134049,0.6431276
12492,63,2,263.21000000000004,13.160500000000004,19,9.6,42,192,0,Clients Ordinaires,0.0465116279069767,131.60500000000002,0.3945322704439509,0.63297176
12493,166,2,433.74,19.715454545454545,20,9.409090909090908,31,207,1,Clients Perdus,0.0625,216.87,0.5317336278225903,0.6354997
12494,16,7,1246.1,16.18311688311688,63,9.181818181818182,349,707,0,Champions,0.02,178.0142857142857,0.0011557274604298,0.07041835
12497,82,1,1043.1,74.50714285714285,14,88.28571428571429,0,1236,0,Clients Ordinaires,1.0,1043.1,0.2982866090540031,0.6078048
12498,21,3,403.7000000000001,17.55217391304348,21,6.913043478260869,36,159,0,Clients Ordinaires,0.081081081081081,134.5666666666667,0.4852551164139258,0.65307355
12500,23,11,4257.82,69.80032786885245,34,43.90163934426229,310,2678,0,Champions,0.0353697749196141,387.07454545454544,0.0101172751843877,0.0704963
12501,337,1,2169.39,14.5596644295302,149,11.966442953020136,0,1783,1,Clients Ordinaires,1.0,2169.39,0.6295675631652585,0.44289175
12502,96,5,3723.87,25.332448979591835,102,5.578231292517007,214,820,1,Clients Endormis,0.0232558139534883,744.774,0.6069323524850369,0.3415342
12504,18,2,482.05,53.5611111111111,6,10.0,12,90,0,Nouveaux Clients,0.1538461538461538,241.025,0.517072038292882,0.71810937
12506,233,1,73.5,3.1956521739130435,23,1.0,0,23,1,Clients Perdus,1.0,73.5,0.8545785205989536,0.7012462
12507,134,3,1304.81,62.13380952380952,19,42.57142857142857,164,894,1,Clients Endormis,0.0181818181818181,434.93666666666667,0.6130844557965263,0.57467556
12508,26,2,397.88,5.851176470588236,57,3.985294117647059,2,271,0,Nouveaux Clients,0.6666666666666666,198.94,0.2081338283751117,0.53034997
12509,284,1,176.5,25.214285714285715,7,7.857142857142857,0,55,1,Clients Perdus,1.0,176.5,0.6596619862456573,0.74051875
12510,143,2,982.57,29.774848484848484,29,10.696969696969695,182,353,1,Clients Ordinaires,0.0109289617486338,491.285,0.6355489523452647,0.5398157
12512,66,2,132.18,4.263870967741935,31,3.096774193548387,0,96,0,Clients Ordinaires,2.0,66.09,0.3281718154960228,0.6381994
12513,113,1,612.29,17.494,35,13.2,0,462,1,Clients Perdus,1.0,612.29,0.4699373096990794,0.574117
12514,267,1,1017.68,19.95450980392157,51,8.627450980392156,0,440,1,Clients Perdus,1.0,1017.68,0.3570996647916361,0.5544559
12515,353,1,383.7,23.98125,16,8.1875,0,131,1,Clients Perdus,1.0,383.7,0.6226948061221081,0.72682095
12516,78,2,1312.06,50.46384615384615,20,33.65384615384615,102,875,0,Clients Ordinaires,0.0194174757281553,656.03,0.3371873110967035,0.6037308
12517,28,5,2481.6,8.894623655913978,232,4.878136200716846,161,1361,0,Champions,0.0308641975308641,496.32,0.2299355616877869,0.34848934
12518,1,5,2056.89,16.58782258064516,84,10.629032258064516,109,1318,0,Champions,0.0454545454545454,411.378,0.1257160339811808,0.40042982
12519,64,1,330.84000000000003,19.46117647058824,17,10.294117647058824,0,175,0,Clients Ordinaires,1.0,330.84000000000003,0.4924166521669681,0.6518084
12520,79,5,2634.26,17.330657894736845,121,9.467105263157896,194,1439,0,Clients Endormis,0.0256410256410256,526.8520000000001,0.106738797527566,0.34152445
12521,143,1,599.68,15.781052631578946,38,8.131578947368421,0,309,1,Clients Perdus,1.0,599.68,0.5457135569626089,0.57955134
12522,39,2,192.72,16.06,11,16.166666666666668,12,194,0,Clients Ordinaires,0.1538461538461538,96.36,0.3281757370101347,0.62252444
12523,19,11,1789.77,16.884622641509434,84,8.160377358490566,312,865,0,Champions,0.0351437699680511,162.70636363636365,0.0068915509222763,0.070813894
12524,9,8,4485.72,31.15083333333333,113,25.6875,324,3699,0,Champions,0.0246153846153846,560.715,5.703422053231939e-05,0.07037259
12526,1,3,1316.66,18.54450704225352,64,8.901408450704226,93,632,0,Clients Fidèles,0.0319148936170212,438.8866666666667,0.3487716194207532,0.52146775
12527,82,3,348.71000000000004,19.37277777777778,18,13.0,243,234,0,Clients Ordinaires,0.0122950819672131,116.23666666666668,0.2336051998196189,0.409823
12528,9,6,1933.48,21.01608695652174,50,8.217391304347826,303,756,0,Champions,0.0197368421052631,322.24666666666667,0.0046182014138984,0.07086639
12530,60,4,1662.28,25.186060606060607,51,13.833333333333334,277,913,0,Clients Fidèles,0.014388489208633,415.57,0.0200876286007256,0.1420026
12531,15,1,125.22,7.365882352941177,17,2.647058823529412,0,45,0,Nouveaux Clients,1.0,125.22,0.588134458168078,0.74276704
12532,30,1,349.83000000000004,21.864375000000003,16,9.5625,0,153,0,Nouveaux Clients,1.0,349.83000000000004,0.5526350041525041,0.70347315
12534,131,1,1089.18,17.28857142857143,63,10.333333333333334,0,651,1,Clients Ordinaires,1.0,1089.18,0.5097587649001596,0.5416332
12535,92,2,716.35,21.069117647058825,28,6.441176470588236,94,219,1,Clients Ordinaires,0.0210526315789473,358.175,0.6873831809330133,0.6373867
12536,43,3,12601.830000000002,48.2828735632184,260,10.739463601532568,15,2803,0,Clients Fidèles,0.1875,4200.610000000001,0.1898902149478522,0.38162425
12538,29,1,363.95,17.33095238095238,21,9.095238095238097,0,191,0,Nouveaux Clients,1.0,363.95,0.4917637577757555,0.6529726
12539,22,4,5568.35,20.396886446886448,157,7.571428571428571,311,2067,0,Champions,0.0128205128205128,1392.0875,0.0064103779764642,0.07083137
12540,20,17,13400.24,28.03397489539749,277,13.985355648535563,342,6685,0,Champions,0.0495626822157434,788.2494117647059,0.0,0.07037259
12541,30,3,981.18,18.868846153846157,46,13.076923076923077,251,680,0,Clients Fidèles,0.0119047619047619,327.06,0.0793284004520278,0.26067087
12544,36,1,372.7,19.61578947368421,19,7.157894736842105,0,136,0,Clients Ordinaires,1.0,372.7,0.5195656548970508,0.72689974
12545,75,2,1000.39,20.0078,42,10.46,184,523,0,Clients Ordinaires,0.0108108108108108,500.195,0.4323169971580096,0.491507
12546,47,2,1161.5,16.833333333333332,59,9.173913043478262,31,633,0,Clients Potentiels,0.0625,580.75,0.1948872937122363,0.51171124
12547,198,2,207.8,25.975,7,16.75,82,134,1,Clients Perdus,0.0240963855421686,103.9,0.6099297738705083,0.71280205
12548,166,1,95.2,19.04,5,9.8,0,49,1,Clients Perdus,1.0,95.2,0.6363476758990138,0.742192
12550,79,1,964.83,16.92684210526316,57,9.982456140350877,0,569,0,Clients Ordinaires,1.0,964.83,0.346717169864927,0.5428649
12551,358,1,168.0,16.8,10,10.0,0,100,1,Clients Perdus,1.0,168.0,0.6838720372243944,0.7296428
12552,39,2,437.82,21.891,20,4.4,0,88,0,Clients Ordinaires,2.0,218.91,0.4621738737162975,0.7362162
12553,8,10,3692.28,19.33130890052356,95,10.287958115183246,321,1965,0,Champions,0.031055900621118,369.228,5.703422053231939e-05,0.07037259
12556,50,2,599.56,5.038319327731092,100,2.9831932773109244,100,355,0,Clients Potentiels,0.0198019801980198,299.78,0.4524226334422234,0.51510936
12557,16,5,11990.96,363.36242424242425,15,132.84848484848484,355,4384,0,Champions,0.0140449438202247,2398.192,0.0103986742424242,0.07437737
12558,8,1,269.96,24.54181818181818,11,17.818181818181817,0,196,0,Nouveaux Clients,1.0,269.96,0.4290846648310897,0.6471345
12559,311,2,561.71,26.74809523809524,21,13.476190476190476,8,283,1,Clients Perdus,0.2222222222222222,280.855,0.5964020850235813,0.63806283
12560,5,3,2134.01,20.323904761904764,91,10.571428571428571,137,1110,0,Clients Fidèles,0.0217391304347826,711.3366666666667,0.2567737392928235,0.44965088
12561,303,1,238.85,14.928125,16,11.0625,0,177,1,Clients Perdus,1.0,238.85,0.5198075601454767,0.6456752
12562,8,7,3781.74,22.510357142857146,99,10.589285714285714,190,1779,0,Champions,0.0366492146596858,540.2485714285715,0.133356568216191,0.33346477
12564,261,1,456.9,21.75714285714286,21,6.333333333333333,0,133,1,Clients Perdus,1.0,456.9,0.6547341896858364,0.7239401
12565,289,1,145.92000000000002,16.213333333333335,9,8.88888888888889,0,80,1,Clients Perdus,1.0,145.92000000000002,0.6885843741866227,0.7377704
12566,86,1,351.65,18.507894736842104,19,13.947368421052632,0,265,0,Clients Perdus,1.0,351.65,0.5206398826837847,0.64304215
12567,23,10,9401.28,21.07910313901345,323,9.652466367713004,346,4305,0,Champions,0.0288184438040345,940.128,0.0,0.07037259
12569,2,32,4124.6900000000005,21.93984042553192,92,9.579787234042554,250,1801,0,Champions,0.1274900398406374,128.89656250000002,0.0300395337556573,0.18321173
12571,40,2,519.61,15.28264705882353,31,15.382352941176473,81,523,0,Clients Potentiels,0.024390243902439,259.805,0.4491035279020526,0.58033925
12572,9,2,1020.42,17.007,53,7.533333333333333,43,452,0,Nouveaux Clients,0.0454545454545454,510.21,0.3099263632775406,0.52372146
12573,227,1,160.54000000000002,5.733571428571429,26,3.0,0,84,1,Clients Perdus,1.0,160.54000000000002,0.5859946498360643,0.7286338
12574,316,1,218.45,19.85909090909091,11,5.545454545454546,0,61,1,Clients Perdus,1.0,218.45,0.601638046256121,0.7377847
12576,36,5,1315.83,14.952613636363637,72,10.988636363636363,268,967,0,Clients Fidèles,0.0185873605947955,263.166,0.0663780310072326,0.23414385
12577,35,3,626.6,4.291780821917809,137,3.212328767123288,323,469,0,Clients Potentiels,0.0092592592592592,208.86666666666667,0.0339283938749913,0.07170751
12578,21,2,2794.51,24.51324561403509,111,10.491228070175438,308,1196,0,Nouveaux Clients,0.0064724919093851,1397.255,0.0147870945479641,0.07153509
12579,78,1,440.42,15.18689655172414,29,9.827586206896552,0,285,0,Clients Perdus,1.0,440.42,0.472488788418049,0.61832684
12580,247,1,415.7,17.320833333333333,24,9.916666666666666,0,238,1,Clients Perdus,1.0,415.7,0.5431128829194887,0.6469838
12581,40,1,197.71,13.180666666666667,15,10.733333333333333,0,161,0,Clients Ordinaires,1.0,197.71,0.3937309229187024,0.6484763
12582,239,2,511.36,23.24363636363637,21,13.636363636363637,49,300,1,Clients Perdus,0.04,255.68,0.5894990332371812,0.6329535
12583,3,15,7281.38,29.47927125506073,115,20.48582995951417,370,5060,0,Champions,0.0404312668463611,485.42533333333336,0.0,0.07037259
12584,4,9,2338.15,24.355729166666663,44,4.333333333333333,276,416,0,Champions,0.0324909747292418,259.7944444444445,0.0402181060434792,0.13515377
12585,234,2,2040.1,23.44942528735632,77,14.701149425287356,117,1279,1,Clients Ordinaires,0.0169491525423728,1020.05,0.5936705940030442,0.5133577
12586,17,1,196.94000000000003,17.903636363636366,11,7.181818181818182,0,79,0,Nouveaux Clients,1.0,196.94000000000003,0.6041209589558506,0.7368427
12587,8,1,144.0,36.0,4,12.75,0,51,0,Nouveaux Clients,1.0,144.0,0.518916173887161,0.7343708
12588,39,1,214.9,21.49,10,5.3,0,53,0,Clients Ordinaires,1.0,214.9,0.558199213019394,0.7387643
12589,29,2,646.68,18.47657142857143,29,8.742857142857142,115,306,0,Nouveaux Clients,0.0172413793103448,323.34,0.5446657327628958,0.61656123
12590,211,2,9864.26,145.06264705882353,68,62.98529411764706,0,4283,1,Clients Ordinaires,2.0,4932.13,0.6343932709766366,0.5229342
12591,317,1,452.85,17.41730769230769,26,8.76923076923077,0,228,1,Clients Perdus,1.0,452.85,0.6253891902525406,0.6492485
