CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Recency_log,Frequency_log,Monetary_log,Cluster,Cluster_Name,PCA1,PCA2,DBSCAN_Cluster
12383,185,5,1850.56,1,4,4,9,Clients Endormis,5.225746673713202,1.791759469228055,7.523783805985769,3,💙 Clients Fidèles,0.31427663986289217,1.3956319536110562,0
12384,29,2,585.27,4,2,3,9,Nouveaux Clients,3.4011973816621555,1.0986122886681098,6.373780434317173,2,🆕 Nouveaux Actifs,-0.16123148079742314,-0.4449939894263728,0
12386,338,2,401.9,1,2,2,5,Clients Perdus,5.82600010738045,1.0986122886681098,5.998688392197302,1,❌ Clients Perdus,-1.2653532561060876,0.9555653484431784,0
12388,16,6,2780.66,4,4,5,13,Champions,2.833213344056216,1.9459101490553132,7.930803150780256,0,🥇 Champions,1.5606950086416282,0.08612308528882003,0
12390,80,1,549.84,2,1,3,6,Clients Perdus,4.394449154672439,0.6931471805599453,6.311444385858925,1,❌ Clients Perdus,-0.9370982003568212,0.006862486120639925,1
12391,22,1,439.66,4,1,2,7,Nouveaux Clients,3.1354942159291497,0.6931471805599453,6.0882736030360425,2,🆕 Nouveaux Actifs,-0.5619975953740702,-0.8725139920482807,1
12393,72,4,1582.6,3,4,4,11,Clients Fidèles,4.290459441148391,1.6094379124341003,7.3674560152319755,3,💙 Clients Fidèles,0.43245514705932325,0.6760429587082992,0
12394,64,2,1272.48,3,2,4,9,Clients Potentiels,4.174387269895637,1.0986122886681098,7.149508589545504,3,💙 Clients Fidèles,-0.08877265692538862,0.3276823611810745,0
12395,19,12,3018.63,4,5,5,14,Champions,2.995732273553991,2.5649493574615367,8.012889586306857,0,🥇 Champions,2.0976792467991614,0.45584062667733055,0
12397,36,2,2409.9,3,2,5,10,Clients Potentiels,3.6109179126442243,1.0986122886681098,7.7877554007552545,3,💙 Clients Fidèles,0.42909978566064927,0.20293114700744866,0
12398,46,1,1635.66,3,1,4,8,Clients Ordinaires,3.8501476017100584,0.6931471805599453,7.400412858792405,3,💙 Clients Fidèles,-0.21283563931711327,0.05841719901039994,1
12399,119,4,1108.65,2,4,4,10,Clients Endormis,4.787491742782046,1.6094379124341003,7.011799929268738,3,💙 Clients Fidèles,0.07395349029367317,0.8615980966365699,0
12401,303,1,84.3,1,1,1,3,Clients Perdus,5.717027701406222,0.6931471805599453,4.446174454497633,1,❌ Clients Perdus,-2.3267486705295655,0.16595316119419778,1
12402,323,1,225.6,1,1,1,3,Clients Perdus,5.780743515792329,0.6931471805599453,5.423186348593906,1,❌ Clients Perdus,-1.8878323637028054,0.5621768371605799,1
12403,50,1,427.7,3,1,2,6,Clients Ordinaires,3.9318256327243257,0.6931471805599453,6.0607573736039315,1,❌ Clients Perdus,-0.8792415793144254,-0.37771245603013426,1
12405,149,1,1710.39,2,1,4,7,Clients Ordinaires,5.0106352940962555,0.6931471805599453,7.445061184797548,3,💙 Clients Fidèles,-0.6349693681322687,0.8103531090659389,1
12406,22,2,3415.3,4,2,5,11,Nouveaux Clients,3.1354942159291497,1.0986122886681098,8.136313373066384,3,💙 Clients Fidèles,0.7759813884580937,0.02848931573676488,0
12407,50,5,1708.12,3,4,4,11,Clients Fidèles,3.9318256327243257,1.791759469228055,7.4437338971514055,3,💙 Clients Fidèles,0.7705957840620569,0.5462144462559919,0
12408,33,5,2888.55,4,4,5,13,Champions,3.5263605246161616,1.791759469228055,7.968856059639959,3,💙 Clients Fidèles,1.1744722380021986,0.4804273126519373,0
12409,79,3,11072.67,2,3,5,10,Clients Endormis,4.382026634673881,1.3862943611198906,9.312325497408466,3,💙 Clients Fidèles,1.117733452894459,1.3570637037754003,-1
12410,309,2,693.3299999999999,1,2,3,6,Clients Perdus,5.736572297479192,1.0986122886681098,6.542947351813216,1,❌ Clients Perdus,-0.9731286001596068,1.0970953044630838,0
12412,75,3,1226.88,2,3,4,9,Clients Endormis,4.330733340286331,1.3862943611198906,7.1130443840624835,3,💙 Clients Fidèles,0.09452602349256072,0.5235594017787581,0
12413,67,3,758.1,3,3,3,9,Clients Potentiels,4.219507705176107,1.3862943611198906,6.632133521022722,3,💙 Clients Fidèles,-0.09101256506569133,0.2778996748576026,0
12414,217,3,562.41,1,3,3,7,Clients Endormis,5.384495062789089,1.3862943611198906,6.334007604663525,1,❌ Clients Perdus,-0.6773934694661102,0.9078482306637355,0
12415,24,21,124914.53,4,5,5,14,Champions,3.2188758248682006,3.091042453358316,11.735393027855736,0,🥇 Champions,4.2535256530470145,2.1542921004581457,-1
12417,3,9,3649.1,5,5,5,15,Champions,1.3862943611198906,2.302585092994046,8.202509843461513,0,🥇 Champions,2.56498763695852,-0.5957388289747917,0
12418,113,1,668.58,2,1,3,6,Clients Perdus,4.736198448394496,0.6931471805599453,6.506650650150935,1,❌ Clients Perdus,-0.9750876126818998,0.2946045898075562,1
12420,64,1,600.39,3,1,3,7,Clients Ordinaires,4.174387269895637,0.6931471805599453,6.3992436425478765,1,❌ Clients Perdus,-0.8114044942520928,-0.10066577361855623,1
12421,16,4,807.04,4,4,3,11,Clients Fidèles,2.833213344056216,1.6094379124341003,6.694611562246261,2,🆕 Nouveaux Actifs,0.6700873081213399,-0.4928104862974707,0
12422,96,3,803.5600000000001,2,3,3,8,Clients Endormis,4.574710978503383,1.3862943611198906,6.690295544136225,3,💙 Clients Fidèles,-0.19912165949612343,0.52425863693531,0
12423,1,8,1859.31,5,5,4,14,Champions,0.6931471805599453,2.1972245773362196,7.528498419486568,0,🥇 Champions,2.4148455960953146,-1.3209300420574248,0
12424,163,2,1760.96,2,2,4,8,Clients Ordinaires,5.099866427824199,1.0986122886681098,7.474182104762846,3,💙 Clients Fidèles,-0.28835809484363006,1.0326243053286177,0
12425,78,1,777.2,2,1,3,6,Clients Perdus,4.3694478524670215,0.6931471805599453,6.6569835605504535,1,❌ Clients Perdus,-0.7637084323584058,0.11686011714034204,1
12426,195,1,582.73,1,1,3,5,Clients Perdus,5.278114659230517,0.6931471805599453,6.369438547154207,1,❌ Clients Perdus,-1.2471584042956847,0.588171486888763,1
12427,22,3,825.8,4,3,3,10,Clients Fidèles,3.1354942159291497,1.3862943611198906,6.717562827807613,2,🆕 Nouveaux Actifs,0.36358520355562146,-0.378181659800834,0
12428,26,9,7956.46,4,5,5,14,Champions,3.295836866004329,2.302585092994046,8.981865132439246,0,🥇 Champions,2.2050818564044614,0.8986332463068443,0
12429,9,4,3750.4,5,4,5,14,Champions,2.302585092994046,1.6094379124341003,8.22988438262624,0,🥇 Champions,1.6007443824338843,-0.2700418134652538,0
12430,43,1,256.4,3,1,2,6,Clients Ordinaires,3.784189633918261,0.6931471805599453,5.5506312951620265,1,❌ Clients Perdus,-1.064724038445616,-0.6570943263722827,1
12431,36,15,6419.95,3,5,5,13,Clients Fidèles,3.6109179126442243,2.772588722239781,8.767321360814657,0,🥇 Champions,2.4082823334215853,1.2000223385126327,0
12432,43,5,5059.32,3,4,5,12,Clients Fidèles,3.784189633918261,1.791759469228055,8.529185001388596,3,💙 Clients Fidèles,1.3416651157079413,0.8479486492927442,0
12433,1,7,13375.87,5,5,5,15,Champions,0.6931471805599453,2.0794415416798357,9.50128237507538,0,🥇 Champions,3.2436748057961124,-0.6474879773524063,-1
12434,85,2,806.14,2,2,3,7,Clients Ordinaires,4.454347296253507,1.0986122886681098,6.6934971352559,3,💙 Clients Fidèles,-0.4119371938234448,0.33907773634261806,0
12435,80,2,7829.89,2,2,5,9,Clients Ordinaires,4.394449154672439,1.0986122886681098,8.965831447914955,3,💙 Clients Fidèles,0.6883837225964802,1.1287000858916496,0
12436,100,1,509.01,2,1,3,6,Clients Perdus,4.61512051684126,0.6931471805599453,6.234430333369278,1,❌ Clients Perdus,-1.0579108610833898,0.11870513321497789,1
12437,2,18,4951.41,5,5,5,15,Champions,1.0986122886681098,2.9444389791664403,8.507629605767502,0,🥇 Champions,3.4003443613835884,-0.42146309831575646,0
12438,14,2,2906.85,4,2,5,11,Nouveaux Clients,2.70805020110221,1.0986122886681098,7.9751692554798295,3,💙 Clients Fidèles,0.8628567693046828,-0.301172166859658,0
12441,367,1,173.55,1,1,1,3,Clients Perdus,5.908082938168931,0.6931471805599453,5.162211233551045,1,❌ Clients Perdus,-2.060218570255401,0.5478536076739517,1
12442,3,1,172.06,5,1,1,7,Nouveaux Clients,1.3862943611198906,0.6931471805599453,5.153638355178593,2,🆕 Nouveaux Actifs,-0.3369692425993377,-2.321792735777969,1
12444,21,5,5005.46,4,4,5,13,Champions,3.091042453358316,1.791759469228055,8.518484357502437,0,🥇 Champions,1.601372184557701,0.4046405542131799,0
12445,22,1,133.4,4,1,1,6,Nouveaux Clients,3.1354942159291497,0.6931471805599453,4.900820428089049,2,🆕 Nouveaux Actifs,-1.125035119175733,-1.304989546247334,1
12446,58,1,1002.31,3,1,4,8,Clients Ordinaires,4.07753744390572,0.6931471805599453,6.9110598129904375,1,❌ Clients Perdus,-0.531727571814738,0.024343296658344074,1
12447,243,1,476.49,1,1,2,4,Clients Perdus,5.497168225293202,0.6931471805599453,6.168543217293113,1,❌ Clients Perdus,-1.4260920664466161,0.6538704608697524,1
12448,44,1,449.45,3,1,2,6,Clients Ordinaires,3.8066624897703196,0.6931471805599453,6.110247083097449,1,❌ Clients Perdus,-0.8079636878164135,-0.4390334993267534,1
12449,22,4,4067.29,4,4,5,13,Champions,3.1354942159291497,1.6094379124341003,8.310978042729836,3,💙 Clients Fidèles,1.3210257706723225,0.2875038321942626,0
12450,156,2,197.88,2,2,1,5,Clients Perdus,5.056245805348308,1.0986122886681098,5.292701627762401,1,❌ Clients Perdus,-1.3060561989173487,0.21046705375335187,0
12451,11,5,9035.52,5,4,5,14,Champions,2.4849066497880004,1.791759469228055,9.109029423519523,0,🥇 Champions,2.1129250767738323,0.2354683676450152,0
12452,17,2,430.57,4,2,2,8,Nouveaux Clients,2.8903717578961645,1.0986122886681098,6.067429722163682,2,🆕 Nouveaux Actifs,-0.11135500586330419,-0.8803989328176377,0
12453,134,1,707.09,2,1,3,6,Clients Perdus,4.90527477843843,0.6931471805599453,6.562571204258897,1,❌ Clients Perdus,-1.0131593914967438,0.42215464985880463,1
12454,56,1,3528.34,3,1,5,9,Clients Ordinaires,4.04305126783455,0.6931471805599453,8.168866163607964,3,💙 Clients Fidèles,0.07784195169939695,0.4605797553566403,1
12455,73,6,2466.86,2,4,5,11,Clients Endormis,4.30406509320417,1.9459101490553132,7.81110665732229,3,💙 Clients Fidèles,0.9420778202771114,0.9749548195890567,0
12456,44,3,3181.04,3,3,5,11,Clients Fidèles,3.8066624897703196,1.3862943611198906,8.065277779528966,3,💙 Clients Fidèles,0.7462267995283679,0.5381395796359458,0
12457,66,7,2363.23,3,5,5,13,Clients Fidèles,4.204692619390966,2.0794415416798357,7.768207666517555,3,💙 Clients Fidèles,1.080524454359068,0.9474134406036193,0
12458,71,2,947.4,3,2,4,9,Clients Potentiels,4.276666119016055,1.0986122886681098,6.854776354191251,3,💙 Clients Fidèles,-0.2675919007918487,0.2851778464676783,0
12461,94,2,826.88,2,2,3,7,Clients Ordinaires,4.553876891600541,1.0986122886681098,6.718868216346018,3,💙 Clients Fidèles,-0.43792746133368216,0.4114133757804806,0
12462,19,2,1189.59,4,2,4,10,Nouveaux Clients,2.995732273553991,1.0986122886681098,7.082204261557526,2,🆕 Nouveaux Actifs,0.3295584764353284,-0.44402186824744916,0
12463,53,4,1344.78,3,4,4,11,Clients Fidèles,3.9889840465642745,1.6094379124341003,7.204729049594601,3,💙 Clients Fidèles,0.4704602503534379,0.42566102538110623,0
12464,10,8,1212.05,5,5,4,14,Champions,2.3978952727983707,2.1972245773362196,7.100893128209941,0,🥇 Champions,1.5608838036927173,-0.39596473007003763,0
12465,17,2,742.1899999999999,4,2,3,9,Nouveaux Clients,2.8903717578961645,1.0986122886681098,6.610951732080795,2,🆕 Nouveaux Actifs,0.14635897650833296,-0.6824458788213996,0
12468,188,2,729.5400000000001,1,2,3,6,Clients Perdus,5.241747015059643,1.0986122886681098,6.593783986707386,1,❌ Clients Perdus,-0.7600018575027199,0.8019227199497554,0
12471,2,30,19788.65,5,5,5,15,Champions,1.0986122886681098,3.4339872044851463,9.89291435274037,0,🥇 Champions,4.500157896007694,0.2703254325940945,0
12472,32,7,6572.11,4,5,5,14,Champions,3.4965075614664802,2.0794415416798357,8.790742363252102,0,🥇 Champions,1.8358902427072916,0.8708810509213987,0
12473,29,5,3928.05,4,4,5,13,Champions,3.4011973816621555,1.791759469228055,8.276152945361936,3,💙 Clients Fidèles,1.3679908352261014,0.5130007519069125,0
12474,17,18,7324.09,4,5,5,14,Champions,2.8903717578961645,2.9444389791664403,8.899060720499207,0,🥇 Champions,2.9014950615762563,0.8569584305410006,0
12475,54,1,723.38,3,1,3,7,Clients Ordinaires,4.007333185232471,0.6931471805599453,6.585316116572351,1,❌ Clients Perdus,-0.6593628696365758,-0.13879895795556238,1
12476,16,11,6816.42,4,5,5,14,Champions,2.833213344056216,2.4849066497880004,8.82723638014411,0,🥇 Champions,2.4734606920935307,0.6187847328639408,0
12477,23,6,13219.74,4,4,5,13,Champions,3.1780538303479458,1.9459101490553132,9.489542087633343,0,🥇 Champions,2.1680513633274328,0.8724292715313816,0
12478,4,1,680.99,5,1,3,9,Nouveaux Clients,1.6094379124341003,0.6931471805599453,6.525014994979364,2,🆕 Nouveaux Actifs,0.22803622352635164,-1.680872758808415,1
12479,11,1,527.2,5,1,3,9,Nouveaux Clients,2.4849066497880004,0.6931471805599453,6.269474999863032,2,🆕 Nouveaux Actifs,-0.22755679486986258,-1.2189504713963097,1
12480,28,4,3281.63,4,4,5,13,Champions,3.367295829986474,1.6094379124341003,8.096400209353131,3,💙 Clients Fidèles,1.1307347445464118,0.35630102468538033,0
12481,23,10,5579.82,4,5,5,14,Champions,3.1780538303479458,2.3978952727983707,8.62709099798378,0,🥇 Champions,2.168099072441124,0.7312141135954895,0
12483,17,8,2484.98,4,5,5,14,Champions,2.8903717578961645,2.1972245773362196,7.818422226986002,0,🥇 Champions,1.712979180788486,0.17756097288611974,0
12484,33,6,4527.32,4,4,5,13,Champions,3.5263605246161616,1.9459101490553132,8.418106288764006,3,💙 Clients Fidèles,1.5269716617406381,0.7030118588458394,0
12488,10,3,1298.66,5,3,4,12,Clients Fidèles,2.3978952727983707,1.3862943611198906,7.169857970780942,2,🆕 Nouveaux Actifs,0.8598047830029945,-0.6810442653595121,0
12489,336,1,334.93,1,1,2,4,Clients Perdus,5.820082930352362,0.6931471805599453,5.816902804925467,1,❌ Clients Perdus,-1.7161770951076065,0.7305087309119229,1
12490,5,10,5417.93,5,5,5,15,Champions,1.791759469228055,2.3978952727983707,8.597653657970227,0,🥇 Champions,2.683702871299073,-0.1583288413573387,0
12491,39,1,460.4,3,1,2,6,Clients Ordinaires,3.6888794541139363,0.6931471805599453,6.134265345739653,2,🆕 Nouveaux Actifs,-0.7515824106837368,-0.504952838247977,1
12492,63,2,263.21000000000004,3,2,2,7,Clients Ordinaires,4.1588830833596715,1.0986122886681098,5.5767442414854775,1,❌ Clients Perdus,-0.8285850470621624,-0.2549538399836601,0
12493,166,2,433.74,2,2,2,6,Clients Perdus,5.117993812416755,1.0986122886681098,6.0747481512447195,1,❌ Clients Perdus,-0.9588321078895171,0.5344360394072777,0
12494,16,7,1246.1,4,5,4,13,Champions,2.833213344056216,2.0794415416798357,7.128576134926702,3,💙 Clients Fidèles,1.3011419521075775,-0.15497304911245938,0
12497,82,1,1043.1,2,1,4,7,Clients Ordinaires,4.418840607796598,0.6931471805599453,6.950910549296065,1,❌ Clients Perdus,-0.6432092506315921,0.25522143107239875,1
12498,21,3,403.7000000000001,4,3,2,9,Clients Ordinaires,3.091042453358316,1.3862943611198906,6.00314605188182,2,🆕 Nouveaux Actifs,0.04182100242252854,-0.6665548903395592,0
12500,23,11,4257.82,4,5,5,14,Champions,3.1780538303479458,2.4849066497880004,8.356747405587967,0,🥇 Champions,2.118647352365849,0.6660373849559302,0
12501,337,1,2169.39,1,1,5,7,Clients Ordinaires,5.823045895483019,0.6931471805599453,7.682662153888476,1,❌ Clients Perdus,-0.8326487750411841,1.4119046413882128,1
12502,96,5,3723.87,2,4,5,11,Clients Endormis,4.574710978503383,1.791759469228055,8.222787230875806,3,💙 Clients Fidèles,0.8944073347777736,1.2374971151325413,0
12504,18,2,482.05,4,2,2,8,Nouveaux Clients,2.9444389791664403,1.0986122886681098,6.180120167963518,2,🆕 Nouveaux Actifs,-0.07857577509860737,-0.8050814356989688,0
12506,233,1,73.5,1,1,1,3,Clients Perdus,5.455321115357702,0.6931471805599453,4.310799125385514,1,❌ Clients Perdus,-2.2909662421677424,-0.04925631343799864,1
12507,134,3,1304.81,2,3,4,9,Clients Endormis,4.90527477843843,1.3862943611198906,7.174578816863813,3,💙 Clients Fidèles,-0.09577076504214582,0.9101929446175222,0
12508,26,2,397.88,4,2,2,8,Nouveaux Clients,3.295836866004329,1.0986122886681098,5.988660619775247,2,🆕 Nouveaux Actifs,-0.30359067513731886,-0.6520480947173115,0
12509,284,1,176.5,1,1,1,3,Clients Perdus,5.652489180268651,0.6931471805599453,5.178970608915471,1,❌ Clients Perdus,-1.9546357142128206,0.39192738797666005,1
12510,143,2,982.57,2,2,4,8,Clients Ordinaires,4.969813299576001,1.0986122886681098,6.8911888096735625,3,💙 Clients Fidèles,-0.5151075712446154,0.7378502939310785,0
12512,66,2,132.18,3,2,1,6,Clients Ordinaires,4.204692619390966,1.0986122886681098,4.891701596682476,1,❌ Clients Perdus,-1.1709009764339908,-0.475409008985581,0
12513,113,1,612.29,2,1,3,6,Clients Perdus,4.736198448394496,0.6931471805599453,6.418837907265026,1,❌ Clients Perdus,-1.0167245128610767,0.2626228111180361,1
12514,267,1,1017.68,1,1,4,6,Clients Perdus,5.5909869805108565,0.6931471805599453,6.926262950537876,1,❌ Clients Perdus,-1.102653619981274,0.9893103231351712,1
12515,353,1,383.7,1,1,2,4,Clients Perdus,5.869296913133774,0.6931471805599453,5.95246380975825,1,❌ Clients Perdus,-1.6706997342329828,0.8110791419501487,1
12516,78,2,1312.06,2,2,4,8,Clients Ordinaires,4.3694478524670215,1.0986122886681098,7.180115570136106,3,💙 Clients Fidèles,-0.1487729399085805,0.462485459111963,0
12517,28,5,2481.6,4,4,5,13,Champions,3.367295829986474,1.791759469228055,7.817061677081847,3,💙 Clients Fidèles,1.163260483373865,0.3243063268764462,0
12518,1,5,2056.89,5,4,5,14,Champions,0.6931471805599453,1.791759469228055,7.629436465014086,0,🥇 Champions,2.095816389403133,-1.4392663854913563,0
12519,64,1,330.84,3,1,2,6,Clients Ordinaires,4.174387269895637,0.6931471805599453,5.804652925041163,1,❌ Clients Perdus,-1.0933329882117626,-0.3172182705932748,1
12520,79,5,2634.26,2,4,5,11,Clients Endormis,4.382026634673881,1.791759469228055,7.876737127834484,3,💙 Clients Fidèles,0.8039307892893104,0.9893146581330793,0
12521,143,1,599.68,2,1,3,6,Clients Perdus,4.969813299576001,0.6931471805599453,6.39806234681208,1,❌ Clients Perdus,-1.1158157669181732,0.40315310114661207,1
12522,39,2,192.72,3,2,1,6,Clients Ordinaires,3.6888794541139363,1.0986122886681098,5.266413817535028,2,🆕 Nouveaux Actifs,-0.7961894949770109,-0.6659296841179634,0
12523,19,11,1789.77,4,5,4,13,Champions,2.995732273553991,2.4849066497880004,7.490400973937009,0,🥇 Champions,1.7775108464550924,0.23493010961706604,0
12524,9,8,4485.72,5,5,5,15,Champions,2.302585092994046,2.1972245773362196,8.408877201532766,0,🥇 Champions,2.2174800213085,0.019988152162343578,0
12526,1,3,1316.66,5,3,4,12,Clients Fidèles,0.6931471805599453,1.3862943611198906,7.183612715167257,2,🆕 Nouveaux Actifs,1.517537038055214,-1.7567357267211334,0
12527,82,3,348.71000000000004,2,3,2,7,Clients Ordinaires,4.418840607796598,1.3862943611198906,5.857104239599851,1,❌ Clients Perdus,-0.5346417778378142,0.121994957693566,0
12528,9,6,1933.48,5,5,4,14,Champions,2.302585092994046,1.9459101490553132,7.567593835498341,0,🥇 Champions,1.5911762249103552,-0.3825436020935082,0
12530,60,4,1662.28,3,4,4,11,Clients Fidèles,4.110873864173311,1.6094379124341003,7.416546835435133,3,💙 Clients Fidèles,0.5243331640874074,0.5800763040897724,0
12531,15,1,125.22,4,1,1,6,Nouveaux Clients,2.772588722239781,0.6931471805599453,4.838026416156094,2,🆕 Nouveaux Actifs,-1.0161800751971057,-1.5579182124950992,1
12532,30,1,349.83000000000004,4,1,2,7,Nouveaux Clients,3.4339872044851463,0.6931471805599453,5.860301775655642,2,🆕 Nouveaux Actifs,-0.784115430075926,-0.7663168939652798,1
12534,131,1,1089.18,2,1,4,7,Clients Ordinaires,4.882801922586371,0.6931471805599453,6.9940980992041535,1,❌ Clients Perdus,-0.79996392940248,0.5650722513633459,1
12535,92,2,716.35,2,2,3,7,Clients Ordinaires,4.532599493153256,1.0986122886681098,6.575563866544399,3,💙 Clients Fidèles,-0.4977480916907017,0.3457328086390994,0
12536,43,3,12601.830000000002,3,3,5,11,Clients Fidèles,3.784189633918261,1.3862943611198906,9.441676670894656,3,💙 Clients Fidèles,1.4074385711481356,1.0251836266462935,-1
12538,29,1,363.95,4,1,2,7,Nouveaux Clients,3.4011973816621555,0.6931471805599453,5.899760357897641,2,🆕 Nouveaux Actifs,-0.7528802771295682,-0.7727325540816984,1
12539,22,4,5568.35,4,4,5,13,Champions,3.1354942159291497,1.6094379124341003,8.625033629522884,3,💙 Clients Fidèles,1.469936972945144,0.4018842278285536,0
12540,20,17,13400.24,4,5,5,14,Champions,3.044522437723423,2.8903717578961645,9.503102518971122,0,🥇 Champions,3.080096269194794,1.1539929199770464,0
12541,30,3,981.18,4,3,4,11,Clients Fidèles,3.4339872044851463,1.3862943611198906,6.889774590946187,3,💙 Clients Fidèles,0.3312166428678088,-0.12623597664306874,0
12544,36,1,372.7,3,1,2,6,Clients Ordinaires,3.6109179126442243,0.6931471805599453,5.923453336491439,2,🆕 Nouveaux Actifs,-0.8217589436078757,-0.6311540979814046,1
